image,label
manipulated_sequences/Deepfakes/c40/images/010_005/409.jpg,1
manipulated_sequences/Deepfakes/c40/images/010_005/441.jpg,1
manipulated_sequences/Deepfakes/c40/images/010_005/473.jpg,1
manipulated_sequences/Deepfakes/c40/images/010_005/60.jpg,1
manipulated_sequences/Deepfakes/c40/images/010_005/92.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/122.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/165.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/207.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/249.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/292.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/334.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/376.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/38.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/419.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/461.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/546.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/588.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/631.jpg,1
manipulated_sequences/Deepfakes/c40/images/011_805/80.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/108.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/131.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/153.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/175.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/19.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/197.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/219.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/264.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/286.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/308.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/331.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/42.jpg,1
manipulated_sequences/Deepfakes/c40/images/013_883/64.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/131.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/176.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/221.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/267.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/312.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/357.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/40.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/403.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/448.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/493.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/539.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/584.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/629.jpg,1
manipulated_sequences/Deepfakes/c40/images/014_790/675.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/131.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/177.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/222.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/268.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/313.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/358.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/40.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/404.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/495.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/540.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/586.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/631.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/677.jpg,1
manipulated_sequences/Deepfakes/c40/images/016_209/86.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/103.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/157.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/183.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/290.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/317.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/343.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/370.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/397.jpg,1
manipulated_sequences/Deepfakes/c40/images/017_803/77.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/112.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/141.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/170.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/228.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/26.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/286.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/315.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/373.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/402.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/431.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/54.jpg,1
manipulated_sequences/Deepfakes/c40/images/018_019/83.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/1012.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/1105.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/1291.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/1384.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/176.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/269.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/362.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/455.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/548.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/733.jpg,1
manipulated_sequences/Deepfakes/c40/images/019_018/83.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/127.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/180.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/206.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/23.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/232.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/258.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/284.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/310.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/336.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/362.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/389.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/49.jpg,1
manipulated_sequences/Deepfakes/c40/images/020_344/75.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/170.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/199.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/227.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/285.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/314.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/343.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/372.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/401.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/54.jpg,1
manipulated_sequences/Deepfakes/c40/images/021_312/83.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/106.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/128.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/150.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/171.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/19.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/193.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/215.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/280.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/302.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/324.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/41.jpg,1
manipulated_sequences/Deepfakes/c40/images/022_489/63.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/145.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/245.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/295.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/345.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/395.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/45.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/495.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/545.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/595.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/645.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/695.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/746.jpg,1
manipulated_sequences/Deepfakes/c40/images/025_067/95.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/124.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/166.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/18.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/187.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/208.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/250.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/271.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/314.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/61.jpg,1
manipulated_sequences/Deepfakes/c40/images/027_009/82.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/113.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/142.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/171.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/229.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/258.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/26.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/287.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/316.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/403.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/433.jpg,1
manipulated_sequences/Deepfakes/c40/images/028_068/84.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/117.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/137.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/156.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/17.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/176.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/196.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/216.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/256.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/276.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/296.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/37.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/57.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/77.jpg,1
manipulated_sequences/Deepfakes/c40/images/030_193/97.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/125.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/158.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/190.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/222.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/255.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/287.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/351.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/384.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/448.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/481.jpg,1
manipulated_sequences/Deepfakes/c40/images/031_163/93.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/101.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/122.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/163.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/18.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/205.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/226.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/246.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/267.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/288.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/309.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/39.jpg,1
manipulated_sequences/Deepfakes/c40/images/032_944/60.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/103.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/157.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/211.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/265.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/374.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/48.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/482.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/536.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/591.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/645.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/699.jpg,1
manipulated_sequences/Deepfakes/c40/images/033_097/753.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/106.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/133.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/160.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/188.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/215.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/242.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/297.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/324.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/406.jpg,1
manipulated_sequences/Deepfakes/c40/images/034_590/51.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/118.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/179.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/209.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/240.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/27.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/270.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/300.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/331.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/361.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/392.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/422.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/57.jpg,1
manipulated_sequences/Deepfakes/c40/images/037_072/88.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/120.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/140.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/18.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/181.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/201.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/222.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/263.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/283.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/304.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/38.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/59.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/79.jpg,1
manipulated_sequences/Deepfakes/c40/images/038_125/99.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/159.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/240.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/281.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/322.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/36.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/363.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/403.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/444.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/485.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/526.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/567.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/608.jpg,1
manipulated_sequences/Deepfakes/c40/images/039_058/77.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/106.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/143.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/290.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/326.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/33.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/363.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/400.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/436.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/473.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/510.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/547.jpg,1
manipulated_sequences/Deepfakes/c40/images/040_997/69.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/137.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/161.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/184.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/231.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/301.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/324.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/348.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/44.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/67.jpg,1
manipulated_sequences/Deepfakes/c40/images/041_063/91.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/162.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/261.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/29.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/295.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/328.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/361.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/394.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/427.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/460.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/494.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/62.jpg,1
manipulated_sequences/Deepfakes/c40/images/043_110/96.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/114.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/138.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/185.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/208.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/21.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/231.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/255.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/278.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/302.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/67.jpg,1
manipulated_sequences/Deepfakes/c40/images/045_889/91.jpg,1
manipulated_sequences/Deepfakes/c40/images/049_946/0.jpg,1
manipulated_sequences/Deepfakes/c40/images/049_946/118.jpg,1
manipulated_sequences/Deepfakes/c40/images/049_946/142.jpg,1
manipulated_sequences/Deepfakes/c40/images/049_946/166.jpg,1
manipulated_sequences/Deepfakes/c40/images/049_946/190.jpg,1
